date,ticker,region,sector,notes,price,market_cap,roic_est,ebit_margin,fcf_margin,fcf_yield,interest_coverage,net_debt,PEG,PEGY,growth_proxy,cash_to_mcap,p_to_fcf,shares_chg_3y,weekly_ac,vol_clust,ret_pred,patent_count,forward_citations,rd_to_sales,buffett_score,lynch_score,icahn_score,soros_score,simons_score,meta_score,quality_flag,cash_flag
2026-02-10,MSFT,US,Technology,AI/Cloud platform,413.27,3071578734592,,,,,,,0.43301187290969906,0.17519695534506088,0.598,0.009845751196092021,,-0.012107733549939204,-0.07252452414745887,0.10466320604196672,0.11568018206189293,65000.0,82000.0,0.128,,,,,63.17274056873748,,False,False
2026-02-10,ASML,EU,Technology,EUV monopoly,1413.62,548693311488,,,,,,,6.733063055555556,0.7108219061583577,0.072,0.02353956159037757,,-0.059701559138743,-0.08092034452795063,0.01874515775273035,0.1268481632734379,20300.0,145000.0,0.135,,,,,43.96721006368344,,False,False
2026-02-10,LIN,EU,Basic Materials,Industrial gases,460.51,215937531904,,,,,,,,,,0.022460199286505594,,-0.04724360601093717,0.0014199535652042853,0.10617997157358605,0.12425302833157546,,,,,,,,75.88162837760727,,False,False
2026-02-10,SU.PA,EU,Industrials,Energy management,257.35,144688070656,,,,,,,17.78261666666667,9.641177710843374,0.018,0.04759894833606593,,-0.005707132533936016,-0.08529480416756954,0.12154382587210444,0.12134675086449595,,,,,,,,61.80584870155081,,False,False
2026-02-10,SIE.DE,EU,Industrials,Automation & digital industry,258.1,202148429824,,,,,,,,,,0.07170473702229611,,-0.019223790979400673,-0.008321964274796896,-0.035143561953936336,0.12284368731712081,,,,,,,,41.92723271654505,,False,False
2026-02-10,RELX,EU,Industrials,Data/analytics,29.29,53014048768,,,,,,,34.621750000000006,5.8680932203389835,0.006,0.0022446880169588184,,-0.06016063517414821,0.1059445995727576,0.2370003551931709,0.02186339504136004,2500.0,6200.0,0.06,,,,,90.27657698248565,,False,False
2026-02-10,LSEG.L,EU,Financial Services,Data/exchanges,7368.0,37198057472,,,,,,,0.4416154292084727,0.4328806032127636,0.897,0.05734170397488008,,-0.07966376513052355,-0.06707176224570169,0.15116605076683637,0.006753986998788694,1800.0,4100.0,0.05,,,,,39.10934162443901,,False,False
2026-02-10,HESAY,EU,Consumer Cyclical,Luxury moat,252.52,266070917120,,,,,,,,,,0.04375525189304839,,-0.00775716993292265,-0.17068277515719052,-0.012786500473382494,0.07075606563048306,,,,,,,,2.520759824069184,,False,False
2026-02-10,MC.PA,EU,Consumer Cyclical,Luxury portfolio,537.7,266850467840,,,,,,,,,,0.03609137386176373,,-0.00966959657460729,-0.08076375479308047,-0.056339027907176285,0.029916320382168574,,,,,,,,0.0,,False,False
2026-02-10,NVDA,US,Technology,AI accelerators,188.54,4590383136768,,,,,,,0.6979472263868066,0.6776285298398835,0.667,0.0018710856466868577,,8.857084509430438,-0.07884574383137251,0.10441429436205517,0.25032297061627623,18000.0,45000.0,0.24,,,,,87.77998974380783,,False,False
2026-02-10,AVGO,US,Technology,Semis & infra software,340.44,1614119174144,,,,,,,37.86377246145667,0.9144946264172262,1.881,0.0100228039286997,,10.372033749556275,-0.11263410314922405,0.08522576811949124,0.20152846788323672,,,,,,,,68.32088126882458,,False,False
2026-02-10,KLAC,US,Technology,Process control,1430.84,188001402880,,,,,,,1.0163819070904645,0.4427052183173589,0.409,0.01105793876084506,,-0.053778352297277836,-0.17365044535402752,0.11733403393860235,0.1846854113770595,,,,,,,,59.512000094742504,,False,False
2026-02-10,LRCX,US,Technology,Memory/foundry WFE,226.61,284628942848,,,,,,,1.2602045945945946,0.5686289024390244,0.37,0.02245259718163235,,8.201684981684982,-0.13843374175772877,0.031483312317098514,0.20008447413236627,,,,,,,,50.901939934253036,,False,False
2026-02-10,QCOM,US,Technology,Edge AI & wireless,140.09,149622439936,,,,,,,,,,0.036892861808436914,,-0.04350175405056678,-0.10313429513205348,0.04029855906304847,0.04558771508432697,,,,,,,,21.255119976780925,,False,False
2026-02-10,LMT,US,Industrials,Defense,629.56,145678794752,,,,,,,18.17903602484472,7.846715281501339,1.61,0.028288262591789622,,-0.09084277116151576,0.1117294547802119,0.028177887529345233,0.09187954059961578,,,,,,,,71.68789518450203,,False,False
2026-02-10,LHX,US,Industrials,Defense electronics,345.08,64562671616,,,,,,,,,,0.009525628116163488,,-0.015751532839944776,-0.038799325530477394,0.030150067118717344,0.1333410965590222,,,,,,,,53.289319341291716,,False,False
2026-02-10,TRV,US,Financial Services,Insurance cash gen,298.61,66608967680,,,,,,,0.4650550427350427,0.43703967871485944,0.234,0.00852738031804909,,-0.03890916180513068,-0.06371125530553445,0.0021597185485526453,0.1353127251687251,,,,,,,,42.67206976441975,,False,False
2026-02-10,KO,US,Consumer Defensive,Pricing power staple,76.81,330564665344,,,,,,,0.8449759136212626,0.7773158618581908,0.301,0.0327560720645442,,-0.005622169131238447,0.1025511279361194,0.09861890314446814,0.11972811056870272,,,,,,,,92.6514777608503,,False,False
2026-02-10,DELL,US,Technology,AI servers,126.01,84451926016,,,,,,,0.4319552820512821,0.413506529209622,0.39,0.043018557081951014,,-0.08454851857644236,0.0008206733922315673,0.0339048821043704,0.13772344130327466,,,,,,,,62.899048280785166,,False,False
